student_id,department,academic_year
cc378,ARTS,2019 - 2020
st997,ENGL,2019 - 2020
ks891,ARTS,2019 - 2020
el249,GEOG,2019 - 2020
ar647,GEOG,2019 - 2020
cn405,POSC,2019 - 2020
mb196,COSC,2019 - 2020
mo615,ENGL,2019 - 2020
dl663,EEGS,2019 - 2020
sh506,BIOL,2019 - 2020
jf152,ENGL,2019 - 2020
mb690,CHEM,2019 - 2020
cc234,POSC,2019 - 2020
bw742,EDUC,2019 - 2020
el426,ARTS,2019 - 2020
mg688,PBSC,2019 - 2020
ar746,THEA,2019 - 2020
rc928,MATH,2019 - 2020
rp919,BIOL,2019 - 2020
gc487,SOAN,2019 - 2020
as508,SOAN,2019 - 2020
mb236,EDUC,2019 - 2020
mp891,HIST,2019 - 2020
ac982,MELL,2019 - 2020
sp408,GERM,2019 - 2020
do972,BIOL,2019 - 2020
cl316,SOAN,2019 - 2020
ao540,SOAN,2019 - 2020
de393,PBSC,2019 - 2020
ap989,EEGS,2019 - 2020
ln228,ENST,2019 - 2020
jh493,PBSC,2019 - 2020
db819,GEOG,2019 - 2020
mb345,THEA,2019 - 2020
jg162,HIST,2019 - 2020
lc841,EALL,2019 - 2020
tr815,RELG,2019 - 2020
ak693,MUSI,2019 - 2020
lh904,COSC,2019 - 2020
ad377,SOAN,2019 - 2020
ac333,ENGL,2019 - 2020
ml587,GEOG,2019 - 2020
bw265,EDUC,2019 - 2020
ms705,CLAS,2019 - 2020
ck728,THEA,2019 - 2020
tw328,PBSC,2019 - 2020
ct754,PHIL,2019 - 2020
jd669,HIST,2019 - 2020
ws594,PHIL,2019 - 2020
cr743,HIST,2019 - 2020
go358,ECON,2019 - 2020
cs710,GERM,2019 - 2020
me729,EDUC,2019 - 2020
ld321,EEGS,2019 - 2020
be332,GERM,2019 - 2020
dc708,THEA,2019 - 2020
dr335,PHIL,2019 - 2020
wh776,MELL,2019 - 2020
mw561,CHEM,2019 - 2020
nb568,ARTS,2019 - 2020
ag534,RELG,2019 - 2020
am449,PBSC,2019 - 2020
am852,RELG,2019 - 2020
js831,HIST,2019 - 2020
rw948,ENGL,2019 - 2020
ab614,EDUC,2019 - 2020
jk622,POSC,2019 - 2020
jo788,BIOL,2019 - 2020
ap584,HIST,2019 - 2020
af226,PBSC,2019 - 2020
jg689,PBSC,2019 - 2020
eh830,GEOG,2019 - 2020
mk692,RELG,2019 - 2020
ms735,ENGL,2019 - 2020
gb849,RELG,2019 - 2020
ek777,PHAS,2019 - 2020
lp206,SOAN,2019 - 2020
dh250,ARTS,2019 - 2020
jj406,RMLL,2019 - 2020
jp535,PHIL,2019 - 2020
mc227,ENGL,2019 - 2020
ab906,EEGS,2019 - 2020
tg367,SOAN,2019 - 2020
ks548,COSC,2019 - 2020
cc868,ARTS,2019 - 2020
kg727,COSC,2019 - 2020
gh624,MATH,2019 - 2020
cc393,EALL,2019 - 2020
jj441,HIST,2019 - 2020
cb206,BIOL,2019 - 2020
jb823,ENGL,2019 - 2020
am444,ENGL,2019 - 2020
bb181,WRIT,2019 - 2020
dj676,PHIL,2019 - 2020
as482,SOAN,2019 - 2020
pp234,MATH,2019 - 2020
jg468,COSC,2019 - 2020
jm972,RELG,2019 - 2020
jk447,PBSC,2019 - 2020
tc796,ARTS,2019 - 2020
cg498,HIST,2019 - 2020
jp863,POSC,2019 - 2020
ra495,PBSC,2019 - 2020
mt143,SOAN,2019 - 2020
cm195,RELG,2019 - 2020
aj348,CHEM,2019 - 2020
sh648,PBSC,2019 - 2020
sj204,WRIT,2019 - 2020
mh624,MUSI,2019 - 2020
sr667,GERM,2019 - 2020
mj245,RMLL,2019 - 2020
jb586,ARTS,2019 - 2020
sm109,BIOL,2019 - 2020
dw136,MELL,2019 - 2020
lm935,SOAN,2019 - 2020
ms589,GEOG,2019 - 2020
ts194,ARTS,2019 - 2020
cc392,POSC,2019 - 2020
jb333,RMLL,2019 - 2020
hw500,RELG,2019 - 2020
mc569,ARTS,2019 - 2020
jk477,MATH,2019 - 2020
ah173,ARTS,2019 - 2020
le618,BIOL,2019 - 2020
js218,SOAN,2019 - 2020
et865,POSC,2019 - 2020
mg627,PBSC,2019 - 2020
dj128,WRIT,2019 - 2020
ps996,HIST,2019 - 2020
ms581,MELL,2019 - 2020
jc450,EEGS,2019 - 2020
jw403,PHAS,2019 - 2020
jo398,RMLL,2019 - 2020
mc477,EDUC,2019 - 2020
pg388,SOAN,2019 - 2020
kk997,PHAS,2019 - 2020
as817,BIOL,2019 - 2020
ap355,ARTS,2019 - 2020
ew988,RMLL,2019 - 2020
sh879,GEOG,2019 - 2020
ga493,SOAN,2019 - 2020
ss668,SOAN,2019 - 2020
kn778,EEGS,2019 - 2020
ms668,ENGL,2019 - 2020
nm880,POSC,2019 - 2020
jg954,ENST,2019 - 2020
cm597,SOAN,2019 - 2020
js552,RELG,2019 - 2020
mm969,PHIL,2019 - 2020
na109,CLAS,2019 - 2020
mb714,RMLL,2019 - 2020
bg769,GEOG,2019 - 2020
ts858,ECON,2019 - 2020
ea605,ENGL,2019 - 2020
sa885,WRIT,2019 - 2020
wr619,COSC,2019 - 2020
dc260,MATH,2019 - 2020
kc729,BIOL,2019 - 2020
jm608,COSC,2019 - 2020
kr955,COSC,2019 - 2020
jr374,ENGL,2019 - 2020
bk146,RELG,2019 - 2020
ft768,POSC,2019 - 2020
ja857,RMLL,2019 - 2020
rp188,ECON,2019 - 2020
th539,MATH,2019 - 2020
jw528,HIST,2019 - 2020
ag288,CHEM,2019 - 2020
da483,WRIT,2019 - 2020
sw847,COSC,2019 - 2020
wb534,HIST,2019 - 2020
lc384,COSC,2019 - 2020
bc375,ENGL,2019 - 2020
sj749,HIST,2019 - 2020
cg379,RELG,2019 - 2020
am640,CHEM,2019 - 2020
tp113,SOAN,2019 - 2020
th158,PBSC,2019 - 2020
kp123,EDUC,2019 - 2020
mm358,POSC,2019 - 2020
jw185,PBSC,2019 - 2020
jh823,EDUC,2019 - 2020
kl270,THEA,2019 - 2020
pn285,PBSC,2019 - 2020
mk290,THEA,2019 - 2020
tm465,HIST,2019 - 2020
jm431,ECON,2019 - 2020
ta768,SOAN,2019 - 2020
sp639,CHEM,2019 - 2020
sh840,EDUC,2019 - 2020
ls904,SOAN,2019 - 2020
nm615,WRIT,2019 - 2020
jm520,RELG,2019 - 2020
bc441,ARTS,2019 - 2020
bw680,SOAN,2019 - 2020
sc343,MUSI,2019 - 2020
bh711,SOAN,2019 - 2020
te735,ECON,2019 - 2020
jg919,SOAN,2019 - 2020
mm412,MELL,2019 - 2020
dk892,BIOL,2019 - 2020
cv846,SOAN,2019 - 2020
bo214,GEOG,2019 - 2020
pc733,ARTS,2019 - 2020
bs199,EDUC,2019 - 2020
km337,PBSC,2019 - 2020
db107,RMLL,2019 - 2020
kw969,PHIL,2019 - 2020
jh529,ECON,2019 - 2020
rm211,ENGL,2019 - 2020
er855,MUSI,2019 - 2020
jw500,WRIT,2019 - 2020
bh262,CLAS,2019 - 2020
ec769,RELG,2019 - 2020
ab846,ARTS,2019 - 2020
dc157,SOAN,2019 - 2020
pj983,RMLL,2019 - 2020
dh286,PHAS,2019 - 2020
sf707,ARTS,2019 - 2020
jh829,RELG,2019 - 2020
lf510,COSC,2019 - 2020
tc413,EALL,2019 - 2020
cb340,MUSI,2019 - 2020
mp885,RELG,2019 - 2020
bw428,HIST,2019 - 2020
sp169,SOAN,2019 - 2020
pc862,EDUC,2019 - 2020
jr663,EALL,2019 - 2020
pm877,BIOL,2019 - 2020
js136,ARTS,2019 - 2020
mj132,POSC,2019 - 2020
aw120,ARTS,2019 - 2020
cf203,MUSI,2019 - 2020
bh502,EDUC,2019 - 2020
rj548,HIST,2019 - 2020
tm741,EEGS,2019 - 2020
ds636,EDUC,2019 - 2020
ag608,SOAN,2019 - 2020
ba605,CLAS,2019 - 2020
ss565,RMLL,2019 - 2020
tg142,EDUC,2019 - 2020
sv803,ECON,2019 - 2020
bs851,THEA,2019 - 2020
js562,PHIL,2019 - 2020
hm769,PBSC,2019 - 2020
dh971,BIOL,2019 - 2020
jm699,ARTS,2019 - 2020
at319,ECON,2019 - 2020
js640,PHAS,2019 - 2020
mr862,PBSC,2019 - 2020
tr502,POSC,2019 - 2020
bh803,CHEM,2019 - 2020
ad792,PHIL,2019 - 2020
kr488,RMLL,2019 - 2020
dr149,ECON,2019 - 2020
lw361,EDUC,2019 - 2020
mb676,PBSC,2019 - 2020
ll195,PBSC,2019 - 2020
jt433,ENGL,2019 - 2020
am626,RMLL,2019 - 2020
sh119,EEGS,2019 - 2020
rs377,ENGL,2019 - 2020
tm315,SOAN,2019 - 2020
jk699,ECON,2019 - 2020
pm374,ARTS,2019 - 2020
cs568,SOAN,2019 - 2020
jm534,MUSI,2019 - 2020
gl927,PHAS,2019 - 2020
ac971,BIOL,2019 - 2020
dj787,EEGS,2019 - 2020
mv401,SOAN,2019 - 2020
ja621,CHEM,2019 - 2020
ab623,SOAN,2019 - 2020
sr607,BIOL,2019 - 2020
ss473,COSC,2019 - 2020
mh652,GEOG,2019 - 2020
ds736,MATH,2019 - 2020
ss678,SOAN,2019 - 2020
lh321,CHEM,2019 - 2020
er886,PBSC,2019 - 2020
bs448,ECON,2019 - 2020
tr190,SOAN,2019 - 2020
rc870,ENST,2019 - 2020
kc598,ARTS,2019 - 2020
cg221,HIST,2019 - 2020
aw252,RELG,2019 - 2020
jh153,PBSC,2019 - 2020
oa960,BIOL,2019 - 2020
ar634,RMLL,2019 - 2020
tr601,PBSC,2019 - 2020
sk404,EEGS,2019 - 2020
dh918,PHAS,2019 - 2020
sh363,ECON,2019 - 2020
ag263,POSC,2019 - 2020
cy239,ENST,2019 - 2020
rw414,RMLL,2019 - 2020
vb160,COSC,2019 - 2020
mw683,PHIL,2019 - 2020
bw806,PBSC,2019 - 2020
jw905,THEA,2019 - 2020
bd682,SOAN,2019 - 2020
se430,EDUC,2019 - 2020
jc486,PHAS,2019 - 2020
sw358,MUSI,2019 - 2020
mb660,BIOL,2019 - 2020
ar268,MELL,2019 - 2020
rc668,ENGL,2019 - 2020
jy824,PBSC,2019 - 2020
mo211,RELG,2019 - 2020
zm782,EDUC,2019 - 2020
jr286,PBSC,2019 - 2020
mw181,ARTS,2019 - 2020
ar627,CLAS,2019 - 2020
kh669,HIST,2019 - 2020
ah504,MELL,2019 - 2020
jh433,CHEM,2019 - 2020
bb608,SOAN,2019 - 2020
sd734,HIST,2019 - 2020
jn245,PHIL,2019 - 2020
dm900,RELG,2019 - 2020
jr588,CLAS,2019 - 2020
bc931,ENGL,2019 - 2020
rm339,HIST,2019 - 2020
jr760,ENST,2019 - 2020
js865,ARTS,2019 - 2020
dm146,CHEM,2019 - 2020
aw392,EDUC,2019 - 2020
eh159,ARTS,2019 - 2020
cd125,COSC,2019 - 2020
bm771,PHAS,2019 - 2020
lc617,RELG,2019 - 2020
pg870,HIST,2019 - 2020
ts214,GEOG,2019 - 2020
ec790,RELG,2019 - 2020
sm980,EDUC,2019 - 2020
rn338,RMLL,2019 - 2020
sa168,COSC,2019 - 2020
dh631,ENGL,2019 - 2020
ar979,ENGL,2019 - 2020
sj667,BIOL,2019 - 2020
dw534,ARTS,2019 - 2020
at499,EDUC,2019 - 2020
hh488,HIST,2019 - 2020
sp451,PHIL,2019 - 2020
wg325,PHAS,2019 - 2020
jp120,ENGL,2019 - 2020
gf996,EDUC,2019 - 2020
bp919,PHAS,2019 - 2020
mw970,ECON,2019 - 2020
cc797,EEGS,2019 - 2020
cp433,MATH,2019 - 2020
gp274,SOAN,2019 - 2020
cb311,ENGL,2019 - 2020
aw602,EDUC,2019 - 2020
bc549,HIST,2019 - 2020
lt995,BIOL,2019 - 2020
sd492,EDUC,2019 - 2020
as330,ENGL,2019 - 2020
tj727,RELG,2019 - 2020
km345,POSC,2019 - 2020
dr870,POSC,2019 - 2020
ts308,ARTS,2019 - 2020
lg576,HIST,2019 - 2020
eh682,EALL,2019 - 2020
gc178,POSC,2019 - 2020
mj321,ARTS,2019 - 2020
iw216,SOAN,2019 - 2020
bm884,HIST,2019 - 2020
ah817,ARTS,2019 - 2020
sm665,RMLL,2019 - 2020
tt321,POSC,2019 - 2020
mm449,ENST,2019 - 2020
br201,EEGS,2019 - 2020
jj118,PHAS,2019 - 2020
kb459,MELL,2019 - 2020
jb861,ARTS,2019 - 2020
dm853,MUSI,2019 - 2020
lr869,WRIT,2019 - 2020
eb122,EDUC,2019 - 2020
sg829,HIST,2019 - 2020
aw497,EDUC,2019 - 2020
th926,WRIT,2019 - 2020
wy177,ARTS,2019 - 2020
ab320,POSC,2019 - 2020
rh495,GERM,2019 - 2020
jt373,MATH,2019 - 2020
cs974,GEOG,2019 - 2020
pc746,ARTS,2019 - 2020
kh736,EEGS,2019 - 2020
cl314,WRIT,2019 - 2020
sv512,RELG,2019 - 2020
jw637,HIST,2019 - 2020
kh937,THEA,2019 - 2020
lb292,PBSC,2019 - 2020
bk888,SOAN,2019 - 2020
cp322,THEA,2019 - 2020
hr320,RELG,2019 - 2020
bh438,EDUC,2019 - 2020
al829,WRIT,2019 - 2020
bl561,ECON,2019 - 2020
ag531,CHEM,2019 - 2020
js289,BIOL,2019 - 2020
ns773,HIST,2019 - 2020
ab218,ARTS,2019 - 2020
mb209,RMLL,2019 - 2020
tl126,RMLL,2019 - 2020
jm612,PBSC,2019 - 2020
db468,ENGL,2019 - 2020
rs194,CLAS,2019 - 2020
wg796,PBSC,2019 - 2020
aw620,ECON,2019 - 2020
kf545,RMLL,2019 - 2020
ss307,ENGL,2019 - 2020
ib746,CLAS,2019 - 2020
ch728,PHAS,2019 - 2020
mb500,ENGL,2019 - 2020
jc192,POSC,2019 - 2020
rb264,SOAN,2019 - 2020
dp729,COSC,2019 - 2020
tg870,WRIT,2019 - 2020
mb487,ARTS,2019 - 2020
af583,POSC,2019 - 2020
am277,COSC,2019 - 2020
kc876,EEGS,2019 - 2020
vs370,ECON,2019 - 2020
rh200,POSC,2019 - 2020
jp744,ECON,2019 - 2020
dm647,PHIL,2019 - 2020
mt885,CHEM,2019 - 2020
sg184,ARTS,2019 - 2020
jr264,BIOL,2019 - 2020
bp797,BIOL,2019 - 2020
dk771,POSC,2019 - 2020
cw820,ENGL,2019 - 2020
hl166,HIST,2019 - 2020
ab178,ECON,2019 - 2020
ac161,EALL,2019 - 2020
am109,SOAN,2019 - 2020
gm575,PHAS,2019 - 2020
mw653,EDUC,2019 - 2020
sv493,CHEM,2019 - 2020
sc754,EEGS,2019 - 2020
sg360,ECON,2019 - 2020
aw669,SOAN,2019 - 2020
ts812,THEA,2019 - 2020
ss530,GEOG,2019 - 2020
mm571,RMLL,2019 - 2020
md742,POSC,2019 - 2020
kb366,GEOG,2019 - 2020
em137,CLAS,2019 - 2020
ms224,SOAN,2019 - 2020
py569,POSC,2019 - 2020
kr517,RELG,2019 - 2020
jo115,HIST,2019 - 2020
ar420,SOAN,2019 - 2020
pp357,RMLL,2019 - 2020
ss244,RELG,2019 - 2020
jm567,WRIT,2019 - 2020
jl771,RELG,2019 - 2020
dj692,ENGL,2019 - 2020
kw784,RELG,2019 - 2020
jg793,EDUC,2019 - 2020
js410,POSC,2019 - 2020
es216,HIST,2019 - 2020
iw385,HIST,2019 - 2020
jh379,RELG,2019 - 2020
sp421,ENST,2019 - 2020
jt605,RMLL,2019 - 2020
kb741,EDUC,2019 - 2020
cb114,GERM,2019 - 2020
ar580,ARTS,2019 - 2020
hh787,MUSI,2019 - 2020
ar257,HIST,2019 - 2020
jw499,ENGL,2019 - 2020
mm817,CHEM,2019 - 2020
al159,ARTS,2019 - 2020
td535,PHAS,2019 - 2020
jt409,ECON,2019 - 2020
dw856,ARTS,2019 - 2020
ad330,BIOL,2019 - 2020
jm148,THEA,2019 - 2020
ds299,POSC,2019 - 2020
rh468,PHAS,2019 - 2020
sg561,THEA,2019 - 2020
kh249,ECON,2019 - 2020
cs737,GERM,2019 - 2020
am420,BIOL,2019 - 2020
md359,MATH,2019 - 2020
wl581,PBSC,2019 - 2020
tg539,EDUC,2019 - 2020
tp889,GERM,2019 - 2020
cf925,ENST,2019 - 2020
ch816,CHEM,2019 - 2020
jw871,RELG,2019 - 2020
gt470,EALL,2019 - 2020
jg372,POSC,2019 - 2020
cw588,GEOG,2019 - 2020
ks694,GEOG,2019 - 2020
mw830,PHAS,2019 - 2020
jf782,HIST,2019 - 2020
mc186,EEGS,2019 - 2020
cw719,PHAS,2019 - 2020
ah776,ARTS,2019 - 2020
rr856,BIOL,2019 - 2020
aa163,ENGL,2019 - 2020
kw792,ARTS,2019 - 2020
jd788,RMLL,2019 - 2020
bs932,ENGL,2019 - 2020
cm536,SOAN,2019 - 2020
rm698,CHEM,2019 - 2020
mb958,PHAS,2019 - 2020
pm199,BIOL,2019 - 2020
gd915,ECON,2019 - 2020
bt484,PHAS,2019 - 2020
mp665,PHAS,2019 - 2020
jj929,ARTS,2019 - 2020
sh453,HIST,2019 - 2020
ck795,BIOL,2019 - 2020
mh270,POSC,2019 - 2020
ap342,BIOL,2019 - 2020
cf272,HIST,2019 - 2020
ph244,CHEM,2019 - 2020
ra169,RELG,2019 - 2020
ej796,SOAN,2019 - 2020
jm475,EDUC,2019 - 2020
dn998,ARTS,2019 - 2020
ds696,PBSC,2019 - 2020
mh246,CHEM,2019 - 2020
jw455,SOAN,2019 - 2020
aj974,HIST,2019 - 2020
jc583,ARTS,2019 - 2020
gs781,EDUC,2019 - 2020
bc592,ENST,2019 - 2020
lj322,SOAN,2019 - 2020
ll825,SOAN,2019 - 2020
dm233,ARTS,2019 - 2020
db523,ARTS,2019 - 2020
am472,ENGL,2019 - 2020
kg988,GERM,2019 - 2020
pd926,PBSC,2019 - 2020
nt933,GEOG,2019 - 2020
cc308,EDUC,2019 - 2020
sn216,EDUC,2019 - 2020
lc966,THEA,2019 - 2020
vw855,WRIT,2019 - 2020
ma387,RELG,2019 - 2020
ap563,GERM,2019 - 2020
mh970,ARTS,2019 - 2020
sb444,SOAN,2019 - 2020
yh266,HIST,2019 - 2020
dp197,ENGL,2019 - 2020
ae401,THEA,2019 - 2020
sw573,THEA,2019 - 2020
jl262,ARTS,2019 - 2020
sa688,ECON,2019 - 2020
dr351,EDUC,2019 - 2020
ah614,RMLL,2019 - 2020
sb604,THEA,2019 - 2020
hm620,POSC,2019 - 2020
mg484,POSC,2019 - 2020
ja207,GERM,2019 - 2020
jg747,CHEM,2019 - 2020
tw567,EDUC,2019 - 2020
mh278,ENGL,2019 - 2020
ck562,PBSC,2019 - 2020
ag129,BIOL,2019 - 2020
mn575,POSC,2019 - 2020
tm183,HIST,2019 - 2020
dm789,EDUC,2019 - 2020
jl852,GERM,2019 - 2020
jh240,PHIL,2019 - 2020
lr885,POSC,2019 - 2020
ar261,POSC,2019 - 2020
lb221,EEGS,2019 - 2020
mn758,THEA,2019 - 2020
aa669,ARTS,2019 - 2020
ts250,ENGL,2019 - 2020
sv208,CHEM,2019 - 2020
as184,EDUC,2019 - 2020
th440,CHEM,2019 - 2020
vl637,CHEM,2019 - 2020
md800,PBSC,2019 - 2020
jr647,HIST,2019 - 2020
sh219,POSC,2019 - 2020
sc480,BIOL,2019 - 2020
jp512,HIST,2019 - 2020
lc828,MUSI,2019 - 2020
ct890,PBSC,2019 - 2020
cf895,RELG,2019 - 2020
wh523,PBSC,2019 - 2020
nc537,GERM,2019 - 2020
ah255,ENGL,2019 - 2020
tf302,ECON,2019 - 2020
cg452,EDUC,2019 - 2020
mw565,EDUC,2019 - 2020
js309,MUSI,2019 - 2020
kj926,GERM,2019 - 2020
ww950,EDUC,2019 - 2020
ar757,RELG,2019 - 2020
ks957,CHEM,2019 - 2020
sn736,HIST,2019 - 2020
kj580,ECON,2019 - 2020
dj931,ARTS,2019 - 2020
jb675,PBSC,2019 - 2020
dh170,GERM,2019 - 2020
ao545,MELL,2019 - 2020
kg663,MATH,2019 - 2020
ee104,RELG,2019 - 2020
mt339,RMLL,2019 - 2020
hs459,HIST,2019 - 2020
sw509,RMLL,2019 - 2020
ep512,HIST,2019 - 2020
mj340,EDUC,2019 - 2020
jf898,BIOL,2019 - 2020
ed543,HIST,2019 - 2020
jt381,ENST,2019 - 2020
jh480,RELG,2019 - 2020
mm287,EDUC,2019 - 2020
rm126,EDUC,2019 - 2020
cr673,WRIT,2019 - 2020
kl858,GEOG,2019 - 2020
jh439,RMLL,2019 - 2020
mh401,EALL,2019 - 2020
bb919,SOAN,2019 - 2020
kl366,MATH,2019 - 2020
jw482,ECON,2019 - 2020
jm906,SOAN,2019 - 2020
dp393,COSC,2019 - 2020
mc184,HIST,2019 - 2020
ps315,ARTS,2019 - 2020
hs155,HIST,2019 - 2020
ks565,ENGL,2019 - 2020
ds336,ENGL,2019 - 2020
bm713,MUSI,2019 - 2020
cw110,SOAN,2019 - 2020
cm139,MATH,2019 - 2020
rh196,PHIL,2019 - 2020
gm847,MATH,2019 - 2020
ev797,HIST,2019 - 2020
dr533,ARTS,2019 - 2020
ni223,EDUC,2019 - 2020
dc357,HIST,2019 - 2020
rb440,HIST,2019 - 2020
jn916,ARTS,2019 - 2020
rm825,ARTS,2019 - 2020
sp812,ARTS,2019 - 2020
dj424,ARTS,2019 - 2020
af796,CHEM,2019 - 2020
lg426,BIOL,2019 - 2020
wm849,POSC,2019 - 2020
kd887,PBSC,2019 - 2020
pl807,CLAS,2019 - 2020
gj645,EDUC,2019 - 2020
dc476,BIOL,2019 - 2020
ar703,ECON,2019 - 2020
dg774,MELL,2019 - 2020
mb472,EDUC,2019 - 2020
rk412,BIOL,2019 - 2020
sr863,BIOL,2019 - 2020
mc335,RELG,2019 - 2020
ws875,POSC,2019 - 2020
wf782,HIST,2019 - 2020
mh282,PBSC,2019 - 2020
rr232,POSC,2019 - 2020
md107,HIST,2019 - 2020
rp777,PHIL,2019 - 2020
od634,BIOL,2019 - 2020
mr655,ECON,2019 - 2020
kj545,SOAN,2019 - 2020
kj950,MUSI,2019 - 2020
mg632,HIST,2019 - 2020
jb971,MELL,2019 - 2020
sa232,RMLL,2019 - 2020
as951,WRIT,2019 - 2020
ra236,EDUC,2019 - 2020
mm594,ARTS,2019 - 2020
jp183,PHIL,2019 - 2020
sf234,ENGL,2019 - 2020
jm244,EDUC,2019 - 2020
kw186,POSC,2019 - 2020
ec104,SOAN,2019 - 2020
eg635,POSC,2019 - 2020
rg516,HIST,2019 - 2020
tm946,SOAN,2019 - 2020
kf696,ARTS,2019 - 2020
sk641,GEOG,2019 - 2020
rs822,WRIT,2019 - 2020
jt878,EDUC,2019 - 2020
eh959,ARTS,2019 - 2020
gh508,HIST,2019 - 2020
cm567,HIST,2019 - 2020
dt616,MATH,2019 - 2020
js794,ENGL,2019 - 2020
mh773,PBSC,2019 - 2020
es948,EDUC,2019 - 2020
ms242,SOAN,2019 - 2020
jo999,ARTS,2019 - 2020
sp170,POSC,2019 - 2020
mk330,RMLL,2019 - 2020
em318,HIST,2019 - 2020
tl495,BIOL,2019 - 2020
sc787,POSC,2019 - 2020
mc390,GEOG,2019 - 2020
vb953,HIST,2019 - 2020
ap625,PHIL,2019 - 2020
jb319,THEA,2019 - 2020
rs257,ECON,2019 - 2020
jj494,HIST,2019 - 2020
cs515,HIST,2019 - 2020
wl852,SOAN,2019 - 2020
je784,ARTS,2019 - 2020
br791,BIOL,2019 - 2020
da780,SOAN,2019 - 2020
jl491,BIOL,2019 - 2020
ar276,COSC,2019 - 2020
mw451,EEGS,2019 - 2020
dd320,HIST,2019 - 2020
bc424,EDUC,2019 - 2020
kh416,CHEM,2019 - 2020
jb550,SOAN,2019 - 2020
ro948,RELG,2019 - 2020
sb373,CLAS,2019 - 2020
dy731,HIST,2019 - 2020
jb445,EDUC,2019 - 2020
jb875,MATH,2019 - 2020
ml859,PHAS,2019 - 2020
rj753,RMLL,2019 - 2020
tc610,GEOG,2019 - 2020
al881,ARTS,2019 - 2020
th881,GEOG,2019 - 2020
rr809,GEOG,2019 - 2020
am861,MATH,2019 - 2020
js476,EEGS,2019 - 2020
jc734,CLAS,2019 - 2020
hd812,BIOL,2019 - 2020
cc311,BIOL,2019 - 2020
el275,CHEM,2019 - 2020
dr954,POSC,2019 - 2020
rg991,ARTS,2019 - 2020
dc117,RELG,2019 - 2020
ss200,MATH,2019 - 2020
mo933,EDUC,2019 - 2020
eh607,MATH,2019 - 2020
dc343,CLAS,2019 - 2020
bk506,PBSC,2019 - 2020
jm966,POSC,2019 - 2020
as814,POSC,2019 - 2020
gr196,CHEM,2019 - 2020
jl476,BIOL,2019 - 2020
ac520,EDUC,2019 - 2020
sh920,ENGL,2019 - 2020
wc559,ECON,2019 - 2020
ko974,ECON,2019 - 2020
dd979,ENGL,2019 - 2020
rs164,ECON,2019 - 2020
mb950,ENGL,2019 - 2020
vg535,RMLL,2019 - 2020
jv641,ARTS,2019 - 2020
ts922,ARTS,2019 - 2020
jw130,RMLL,2019 - 2020
sj519,PHAS,2019 - 2020
sr203,BIOL,2019 - 2020
jh482,PBSC,2019 - 2020
hj557,SOAN,2019 - 2020
aw642,MELL,2019 - 2020
at344,POSC,2019 - 2020
mw187,BIOL,2019 - 2020
jg638,THEA,2019 - 2020
rl284,MUSI,2019 - 2020
jp458,CHEM,2019 - 2020
ak715,ENGL,2019 - 2020
eb299,ENGL,2019 - 2020
ap698,COSC,2019 - 2020
hm255,ECON,2019 - 2020
ae889,CLAS,2019 - 2020
je574,POSC,2019 - 2020
kw146,ENGL,2019 - 2020
td563,ENGL,2019 - 2020
rc282,EALL,2019 - 2020
rg809,PHIL,2019 - 2020
tm588,SOAN,2019 - 2020
mj208,EDUC,2019 - 2020
sf760,PBSC,2019 - 2020
ao415,SOAN,2019 - 2020
bh221,ENST,2019 - 2020
tc892,PBSC,2019 - 2020
kh987,HIST,2019 - 2020
jc256,GEOG,2019 - 2020
bj762,POSC,2019 - 2020
ts705,PBSC,2019 - 2020
mc457,GEOG,2019 - 2020
dp875,ARTS,2019 - 2020
ct594,THEA,2019 - 2020
cn632,CHEM,2019 - 2020
ac291,BIOL,2020 - 2021
cj344,ARTS,2020 - 2021
am782,SOAN,2020 - 2021
ka427,POSC,2020 - 2021
ta329,HIST,2020 - 2021
dw343,THEA,2020 - 2021
jc212,CHEM,2020 - 2021
lm831,SOAN,2020 - 2021
lp838,HIST,2020 - 2021
tj942,HIST,2020 - 2021
aw685,PBSC,2020 - 2021
es626,CHEM,2020 - 2021
be202,PHAS,2020 - 2021
jm110,PBSC,2020 - 2021
ks853,ENGL,2020 - 2021
jh581,RMLL,2020 - 2021
es692,SOAN,2020 - 2021
ca119,THEA,2020 - 2021
sm244,EALL,2020 - 2021
rs920,WRIT,2020 - 2021
jw270,PHAS,2020 - 2021
hm608,ARTS,2020 - 2021
rj859,CLAS,2020 - 2021
md765,SOAN,2020 - 2021
kw227,SOAN,2020 - 2021
mb699,COSC,2020 - 2021
dg442,POSC,2020 - 2021
kg646,PBSC,2020 - 2021
cp175,BIOL,2020 - 2021
ab931,PBSC,2020 - 2021
pw336,ARTS,2020 - 2021
jp627,EDUC,2020 - 2021
md158,EDUC,2020 - 2021
ee834,ENGL,2020 - 2021
jf137,EEGS,2020 - 2021
sc165,ENGL,2020 - 2021
zb309,THEA,2020 - 2021
tb954,BIOL,2020 - 2021
tg603,RELG,2020 - 2021
bs263,BIOL,2020 - 2021
dw262,ECON,2020 - 2021
my744,PBSC,2020 - 2021
tp202,GERM,2020 - 2021
ak228,RELG,2020 - 2021
at709,CHEM,2020 - 2021
sg211,ENGL,2020 - 2021
cs996,RMLL,2020 - 2021
dv125,COSC,2020 - 2021
rt895,HIST,2020 - 2021
jq702,PHAS,2020 - 2021
ad388,BIOL,2020 - 2021
aa884,PBSC,2020 - 2021
